"Id","Sales"
32529,4650.23
8561,3954.37
20545,4861.31
38521,7319.51
14553,5827.85
26537,5818.77
2569,5745.77
7705,3893.77
1713,5068.67
37665,5807.62
25681,4823.51
19689,4485.54
31673,4347.83
13697,4914.74
24825,5130.94
12841,4895.85
36809,5058.43
857,4675.27
6849,4057.28
30817,4082.53
18833,4039.56
11985,4775.27
29961,3927.31
23969,4951.67
5993,3904.78
35953,4824.5
1,4578.98
17977,3854.63
35097,4762.32
17121,4341.96
23113,4944.27
29105,4032.5
5137,4478.34
11129,4699.94
28249,4636.39
16265,4807.95
10273,4567.47
22257,4866.15
40233,4830.9
4281,4891.75
34241,4518.59
39377,1
3425,1
9417,1
21401,1
33385,1
15409,1
27393,1
14554,10783.6
2570,10783.6
20546,5478.23
8562,5464.54
32530,6163.52
38522,11468.3
26538,10362.3
37666,10047.6
1714,9435.66
25682,9483.59
7706,5502.91
19690,5328.02
31674,5930.14
13698,9446.76
24826,7489.47
12842,7793.16
30818,5698.77
6850,5652.78
18834,5655.97
858,7831.43
36810,7821.99
29962,5819.4
23970,7274.76
35954,7811.44
11986,7514.54
2,7422.65
17978,5814.24
5994,5792.78
23114,7320.03
29106,6547
11130,7551.84
17122,6453.31
35098,7490.67
5138,6446.16
16266,4328.31
4282,4376.28
40234,5075.08
34242,4228.6
22258,4585.35
10274,4242.07
28250,4193.85
15410,1
27394,1
39378,1
21402,1
3426,1
33386,1
9418,1
8563,8128.31
32531,10048.9
2571,11973.2
26539,14765.4
20547,8680.98
14555,14676.7
38523,16785.9
25683,12216.3
13699,11873.3
37667,14271.1
1715,10831.8
19691,8028.73
31675,8825.86
7707,8257.88
24827,9905.57
36811,10634.1
30819,8479.13
12843,9254.62
859,8359.38
18835,8062.23
6851,7263.74
35955,10601.7
17979,8871.94
11987,9376.04
5995,7314.63
29963,8879.72
23971,9812.14
3,8513
23115,9659.08
29107,9453.95
17123,9430.58
35099,10599.6
5139,8549.98
11131,9070.9
40235,8953.88
22259,6377.5
34243,7197.01
16267,6909.54
4283,6098.5
28251,7168.69
10275,6079.31
39379,1
27395,1
3427,1
33387,1
9419,1
21403,1
15411,1
26540,8173.23
32532,5925.13
2572,8518.74
38524,10049.9
20548,5526
8564,4719.93
14556,8600.44
25684,7464.54
31676,5006.62
19692,4767.96
13700,7265.85
37668,8043.5
1716,7149.1
7708,4517.21
18836,5232.54
24828,6156.55
6852,4716.93
36812,6269.59
30820,4552.93
12844,6167.39
860,6058.49
11988,6588.02
35956,6606.94
17980,5663.83
29964,5339.4
5996,5157.09
23972,6448.6
4,6460.55
23116,5701.72
17124,5244.38
11132,5792.06
5140,4869.39
35100,5854.2
29108,4611.88
4284,2941.19
34244,2870.47
10276,2884.14
40236,3412.68
22260,2811.07
16268,3101.69
28252,2928.18
39380,1
3428,1
9420,1
27396,1
33388,1
15412,1
21404,1
38525,9736.81
32533,5488.17
2573,8599.4
14557,9362.45
20549,5238.76
8565,5847.62
26541,8628.79
7709,5322.61
13701,7257.41
37669,7762.1
19693,4949.93
31677,5315.02
25685,7334.04
1717,7327.45
12845,6530
18837,5306.63
36813,6637.29
6853,5278.54
30821,5399.26
861,6498.22
24829,6495.16
23973,6405.72
5,6400.78
29965,5349.78
11989,6251.01
17981,5543.92
35957,6723.01
5997,5396.05
23117,6586.38
17125,5959.33
29109,5726.96
35101,6745.47
11133,6649.23
5141,5881.64
40237,6259.1
4285,5930.52
28253,5696.79
34245,5507.63
22261,5519.14
16269,5988.4
10277,5723.01
21405,1
39381,1
9421,1
33389,1
15413,1
3429,1
27397,1
8566,4880.52
38526,8445.41
32534,5290.47
20550,5225.74
26542,7215.5
2574,7369.18
14558,7232.11
25686,6175.12
19694,4922.81
31678,4826.87
1718,6352.1
37670,6970.44
13702,6156.15
7710,4668.92
36814,5599.07
30822,4823.01
6854,5046.85
24830,5450.64
12846,5573.44
18838,4662.3
862,5548.66
35958,5684.78
11990,5452.4
23974,5613.86
5998,4832.73
17982,4718.08
29966,4762.55
6,5469.04
17126,5265.75
35102,5681.31
5142,5224.04
11134,5770.46
29110,5156.71
23118,5565.73
22262,4691.94
28254,4733.99
16270,4625.22
40238,4692.67
4286,4756.4
10278,4656.09
34246,4590.9
39382,1
15414,1
3430,1
33390,1
21406,1
27398,1
9422,1
14559,10245
32535,8361.06
38527,12230.6
2575,9814.44
8567,6605.3
26543,9868.62
20551,8748.74
31679,7849.98
19695,7071.46
25687,9131.52
37671,10801.2
1719,8889.33
7711,6804.93
13703,9822.1
24831,9136.23
30823,7496.48
18839,7469.55
12847,8522.48
36815,9065.48
863,8312.02
6855,6837.92
23975,8977.24
29967,7255.39
5999,6799.69
7,7718.87
11991,7940.96
35959,8723.77
17983,7587.89
11135,7804.9
5143,7266.76
23119,8129.95
17127,8083.06
29111,7686.19
35103,8551.71
22263,5942.71
40239,8171.07
16271,6645.35
34247,6510.04
28255,6237.41
4287,6006.21
10279,6024.23
39383,1
3431,1
27399,1
9423,1
33391,1
21407,1
15415,1
32536,6966.42
8568,5944.02
14560,11434.6
20552,7005.22
26544,10527.1
2576,10718.7
38528,12658.4
1720,9570.25
13704,9172.74
37672,10290.2
19696,5999.78
7712,5738.57
31680,6305.32
25688,9596.1
864,7943.68
36816,8032.13
12848,8278.53
30824,6094.57
18840,6501.92
6856,6220.5
24832,8260.4
35960,8109.02
17984,6763.72
29968,6204.66
11992,8044.39
6000,6100.43
23976,8313.99
8,7536.49
35104,7773.85
29112,6556.06
23120,8007.8
11136,7943.03
17128,6896.65
5144,6598.92
40240,7709.43
34248,6208.84
22264,6152.62
4288,6059.1
28256,5913.78
16272,6395.15
10280,6184.7
33392,1
27400,1
15416,1
3432,1
21408,1
39384,1
9424,1
2577,7436.66
38529,8512.58
