"Id","Sales"
32529,7006.92
8561,6840.85
20545,7103.25
38521,8937.06
14553,8340.74
26537,8316.26
2569,8372.04
7705,6634.71
1713,7746.83
37665,8605.91
25681,7490.28
19689,7015.93
31673,7196.27
13697,7583.66
24825,7457.09
12841,7535.52
36809,7580.05
857,7667.45
6849,6546.94
30817,7084.71
18833,7109.15
11985,7391.14
29961,6712.14
23969,7300.29
5993,6488.88
35953,7405.46
1,7538.25
17977,6714.36
35097,7472.94
17121,7204.55
23113,7377.09
29105,7083.83
5137,6925.83
11129,7458.48
28249,7290.81
16265,7363.51
10273,7127.39
22257,7168.83
40233,7496.79
4281,7182.84
34241,7193.91
39377,29.5828
3425,29.2727
9417,28.6298
21401,29.4235
33385,29.4529
15409,30.3925
27393,30.0148
8566,7911.84
38526,9995.86
32534,8374.82
20550,7870.19
26542,9374.82
2574,9371.12
14558,9329.36
25686,8758.17
19694,7455.68
31678,7852.92
1718,8856.34
37670,9301.15
13702,8673.03
7710,7207.81
36814,8681.92
30822,7812.52
6854,7320.64
24830,8108.47
12846,8344.25
18838,7766.34
862,8693.96
35958,8570.26
11990,8509.62
23974,8006
5998,7313.35
17982,7705.87
29966,7724.43
6,8638.67
17126,7712.44
35102,8645.56
5142,7513.86
11134,8527.2
29110,7751.21
23118,8068.59
22262,7124.08
28254,7350.1
16270,7332.58
40238,7927.45
4286,7259.86
10278,7045.35
34246,7335.21
39382,25.1359
15414,24.954
3430,29.2621
33390,25.1296
21406,25.7806
27398,24.955
9422,29.3193
8636,10498.9
38596,12640.1
14628,11359.9
32604,10750.4
26612,11359.9
20620,10805.1
2644,11630.3
37740,11377.8
1788,10719.8
13772,10476.9
31748,9558.27
25756,10476.9
19764,9670.07
7780,9486.5
36884,10456.7
30892,9379.62
18908,9379.62
932,10409
24900,10316.2
12916,10211.7
6924,9346.99
24044,10051.9
30036,9093.74
12060,10083.4
36028,10249.5
18052,9093.74
6068,9215.35
76,10282.8
17196,9843.77
11204,10659.4
35172,10729.1
23188,10520
29180,9843.77
5212,9965.77
40308,10765.1
16340,10825.2
22332,10820.1
4356,10789.3
28324,879.501
34316,10819.5
10348,10519.4
27468,40.2006
39452,40.3733
21476,40.2006
15484,40.2006
33460,40.2006
3500,40.2657
9492,40.1565
27305,12284.8
33297,10929.4
9329,10951.5
3337,12143.8
15321,12165.9
39289,13538.2
21313,10951.5
38433,12424.4
8473,10539.5
26449,11381.9
14465,11074.9
2481,11522
32441,10653.5
20457,10539.5
37577,11063.3
25593,10871
19601,10297.5
31585,10755.8
1625,10656.7
7617,10713.9
13609,10842.8
24737,9908.83
12753,9939.87
30729,9614.64
6761,9591.83
18745,9156.24
769,9886.7
36721,10074
23881,10414.5
11897,10414.5
5905,9954.76
17889,9564.64
35865,10560.6
29873,9978.44
17033,10633.4
29017,1241.8
5049,10730.5
23025,10569.8
35009,10715
11041,10569.8
41001,11622.5
40145,57.7121
16177,55.9425
4193,55.5956
28161,55.5956
34153,55.5956
22169,56.495
10185,56.495
21314,9773.66
39290,13079.8
27306,12546
9330,10037.4
15322,12638.4
3338,12638.4
33298,10101.7
2482,12049.8
