"Id","Sales"
32529,4865.7
8561,3971
20545,4889.53
38521,6885.68
14553,6042.26
26537,5892.82
2569,5846.07
7705,3851.21
1713,5191.55
37665,5596.73
25681,4824.41
19689,4381.02
31673,4169.63
13697,5109.05
24825,4406.28
12841,4896.23
36809,4840.37
857,4322.49
6849,4045.75
30817,3895.23
18833,3968.17
11985,4713.02
29961,3978.25
23969,4056.32
5993,3953.46
35953,4636.26
1,4054.48
17977,4035.97
35097,4624.53
17121,4202.01
23113,4174.81
29105,4169.86
5137,4474.39
11129,4691.48
28249,4648.29
16265,4697.78
10273,4579.39
22257,4680.33
40233,4749.7
4281,4849.14
34241,4608.44
39377,1
3425,1
9417,1
21401,1
33385,1
15409,1
27393,1
14554,10264
2570,10298.1
20546,5256.31
8562,5389.47
32530,6305.5
38522,11625.5
26538,10187
37666,9822.2
1714,9137.4
25682,9098
7706,5539.23
19690,5307.69
31674,5799.8
13698,9115.6
24826,7541.15
12842,7747.68
30818,5907.87
6850,5787.2
18834,5823.7
858,7987.72
36810,7864.86
29962,6112.27
23970,7499.75
35954,7591.56
11986,6465.18
2,7652.51
17978,5956.51
5994,5936.79
23114,7255.31
29106,6530.75
11130,7543.85
17122,6429.7
35098,7253.48
5138,6429.46
16266,4430.16
4282,4473.63
40234,5050.16
34242,4248.86
22258,4297.25
10274,4260.19
28250,4424.23
15410,1
27394,1
39378,1
21402,1
3426,1
33386,1
9418,1
8563,7987.62
32531,10170.5
2571,12032.8
26539,14116.7
20547,8879.55
14555,13610.4
38523,15878.6
25683,12205.8
13699,11821.8
37667,13503.1
1715,10706.6
19691,8249.32
31675,8784.44
7707,7890.18
24827,9871.51
36811,10463.1
30819,8642.62
12843,9215.16
859,8393.29
18835,8288.65
6851,7309.3
35955,10400.3
17979,8734.91
11987,9194.26
5995,7442.9
29963,9168.59
23971,9904.68
3,8306.35
23115,10219.3
29107,9747.19
17123,9371.03
35099,10699.3
5139,8202
11131,9713.73
40235,8023.17
22259,6401.66
34243,6945.62
16267,6687.58
4283,6011.99
28251,6881.19
10275,6143.72
39379,1
27395,1
3427,1
33387,1
9419,1
21403,1
15411,1
26540,8540.27
32532,5507.92
2572,8254.36
38524,9588.25
20548,5409.79
8564,4704.86
14556,8352.93
25684,7130.78
31676,4889.46
19692,4559.68
13700,7126.62
37668,8155.81
1716,7142.75
7708,4496.11
18836,5304.42
24828,6243.41
6852,4923.14
36812,6397.52
30820,4376.38
12844,6218.03
860,6135.74
11988,6589.28
35956,7041.3
17980,5685.01
29964,5055.55
5996,5141.24
23972,6871.86
4,6521.27
23116,5437.77
17124,5424.96
11132,5779.56
5140,5045.13
35100,5507.77
29108,4829.86
4284,2915.97
34244,2790.56
10276,2842.94
40236,3460.16
22260,2795.58
16268,3030.75
28252,2775.12
39380,1
3428,1
9420,1
27396,1
33388,1
15412,1
21404,1
38525,9710.85
32533,5024.32
2573,8578.83
14557,8926.63
20549,5409.2
8565,5434.09
26541,8483.16
7709,5217.05
13701,7156.37
37669,7795.71
19693,4965.46
31677,5127.35
25685,6947.51
1717,7174.25
12845,6417.45
18837,5432.46
36813,6474.33
6853,5406.89
30821,5293.65
861,6527.54
24829,6455.77
23973,6598.63
5,6510.76
29965,5250.33
11989,6368.6
17981,5487.49
35957,6504.69
5997,5388.94
23117,6639.81
17125,6034.54
29109,5855.37
35101,6151.47
11133,6564.49
5141,5971.83
40237,5935.53
4285,5879.68
28253,5675.68
34245,5453.89
22261,5442.28
16269,5790.71
10277,5724.47
21405,1
39381,1
9421,1
33389,1
15413,1
3429,1
27397,1
8566,4689.14
38526,7895.6
32534,5251.56
20550,4708.55
26542,7312.74
2574,7515.36
14558,7291.63
25686,6235.15
19694,4835.44
31678,4797.39
1718,6295.64
37670,6941.61
13702,6246.29
7710,4668.47
36814,5553.89
30822,4473.94
6854,4800.01
24830,5521.49
12846,5432.94
18838,4479.73
862,5646.29
35958,5468.29
11990,5573
23974,5612.79
5998,4756.24
17982,4763.94
29966,4725.71
6,5520.92
17126,4971.22
35102,5697.07
5142,5320.66
11134,5660.72
29110,5147.94
23118,5280.34
22262,4477.4
28254,4447.04
16270,4377.27
40238,4789.51
4286,4727.64
10278,4518.68
34246,4493.75
39382,1
15414,1
3430,1
33390,1
21406,1
27398,1
9422,1
14559,10665.4
32535,8076.57
38527,11740.1
2575,9702.24
8567,6539.85
26543,10205.2
20551,8610.68
31679,7604.64
19695,7270.36
25687,9026.04
37671,10252.1
1719,8760.11
7711,6675.4
13703,9575.76
24831,9148.89
30823,7285.42
18839,7607.29
12847,8570.47
36815,9330.07
863,8354.71
6855,7114.23
23975,7740.83
29967,7361.49
5999,6815.32
7,7912.11
11991,7848.48
35959,8058.88
17983,7623.79
11135,7897.5
5143,7235.4
23119,8379.24
17127,8118.8
29111,7758.09
35103,8866.7
22263,5989.95
40239,8055.51
16271,6923.43
34247,6759.54
28255,6094.83
4287,6014.94
10279,6095.61
39383,1
3431,1
27399,1
9423,1
33391,1
21407,1
15415,1
32536,6844.05
8568,5897.43
14560,11057.8
20552,6870.45
26544,10760.9
2576,11174.7
38528,11982.8
